protocol_id,pair_id,left_cluster_id,right_cluster_id,left_family,right_family,latent_prefix_rmse_pp,latent_prefix_max_abs_difference_pp,truth_separation_25y_pp,max_forecast_truth_separation_pp
synthetic_long_horizon_identifiability_v1,p_01b89ff55c182fc36a22c6767c1f5c8a,c_48de8cdccdd17c23221c050aba019a60,c_21cee7f631352c60f62954c451bd2b66,single_power,late_knee,0,0,9.9782310542208705,9.9782310542208705
synthetic_long_horizon_identifiability_v1,p_024d7649d0961227727dd66f947b264f,c_66aca473ec6f844ebe1efbea8b6d42be,c_5078dd3f0a0436b3b227ef227e6c7a7f,single_power,late_knee,0,0,14.396819416643069,14.396819416643069
synthetic_long_horizon_identifiability_v1,p_025ad24ac66cd12526f6a81fb3a940b4,c_d4f1b4002b2b1bb5814315021607ecfc,c_64e2158dbb903fd851d1bd67c82cb4e7,single_power,late_knee,0,0,16.650367978758752,16.650367978758752
synthetic_long_horizon_identifiability_v1,p_026477c8b3f2df2f62282f8c97e58019,c_fe2abb8b3406b1e1761446666b41ca8f,c_613d9c435d7c9ddb3e1094166f93dbe1,single_power,late_knee,0,0,9.2911288864872006,9.2911288864872006
synthetic_long_horizon_identifiability_v1,p_08ce78650f167d3393b1d13a7da62bfb,c_685d99e0f308f08d6431d4c43f7353f6,c_d258f1774b7617f455ad4914f2e54486,single_power,late_knee,0,0,17.062260429769921,17.062260429769921
synthetic_long_horizon_identifiability_v1,p_11ba28b50cd9589015aaccc72b58ff89,c_5d93ff91fe7ea502b5991871082904e4,c_e30ad54d1109e4e1efce836466acd5ad,single_power,late_knee,0,0,16.800949175593061,16.800949175593061
synthetic_long_horizon_identifiability_v1,p_1406aa27f8508bd1b25e00e830bc4542,c_68db3cfe9bc35d3285613254145ae6a2,c_b4b650a57094ccd69dcd31bb75ae9469,single_power,late_knee,0,0,19.165092769005923,19.165092769005923
synthetic_long_horizon_identifiability_v1,p_14554cc8670549f441d79ebf775edbb0,c_d62de0ab735841835dfb31b8468d4619,c_4fe0c7f6e1bb4788f63fe45e34e8729e,single_power,late_knee,0,0,19.77298304395687,19.77298304395687
synthetic_long_horizon_identifiability_v1,p_14d23633045d2cb6cb4580eb538f7698,c_0205a775f0734edea5d90067e57c21d1,c_80099c3693ebdbc2e6a230cc1ca679b5,single_power,late_knee,0,0,18.84356008208735,18.84356008208735
synthetic_long_horizon_identifiability_v1,p_1a91e01caa4426f6f956f3bd2e7742ab,c_06b266c0800880a5fcd49da8be0111ff,c_32e73deb5f3709c85f39a5d5514c1aed,single_power,late_knee,0,0,11.233747393077849,11.233747393077849
synthetic_long_horizon_identifiability_v1,p_1c2f344ada37355aa013d5b8034a168b,c_c5ec582219ad25f4ab4ea7bf9175ac64,c_5ef9ae39353d98d9902d85d436c6ca7c,single_power,late_knee,0,0,17.833958315832248,17.833958315832248
synthetic_long_horizon_identifiability_v1,p_1da88751e95741f1d3633773bc6ce73c,c_a709f8aa80b213c1e31ad456a5549cba,c_a175af7826c7d2bf0ce36150a448fac9,single_power,late_knee,0,0,15.922273486953557,15.922273486953557
synthetic_long_horizon_identifiability_v1,p_1df4820f9db8915a4916a8502f7b5bff,c_8c5de749492a0d921cbc85801dcf3f5b,c_759de9577442066be30b4a1a3b419ac0,single_power,late_knee,0,0,17.557979450756719,17.557979450756719
synthetic_long_horizon_identifiability_v1,p_1e0fca2f5d5fc6c2a4ee960a98792cc3,c_dff004330ff2c41f5d1618f369179032,c_68d7c9884380d6f8a383b9a646e50dae,single_power,late_knee,0,0,14.979656223360479,14.979656223360479
synthetic_long_horizon_identifiability_v1,p_1e40ed51bad0f8ee4dd201f9d4fd50e3,c_77526bd05f6e2dfde73f3c6d98096f63,c_c084c04019e5c1c75a82c09b510b0699,single_power,late_knee,0,0,16.190058335242668,16.190058335242668
synthetic_long_horizon_identifiability_v1,p_2042d3df715cc1778c0ae19b9a1f1437,c_020e624a4071ca500290717a42894f95,c_ebffa09e46d5936a486957474fe6159c,single_power,late_knee,0,0,13.371260961614468,13.371260961614468
synthetic_long_horizon_identifiability_v1,p_20eb16cd8fd1d297dffd544089b23818,c_f6feb2107776050dc936eb8b52d2c626,c_5085079b537f3fdb744202e32fbbeddf,single_power,late_knee,0,0,13.747491094603475,13.747491094603475
synthetic_long_horizon_identifiability_v1,p_215f1cfe1f746400671f0b24e98db2cb,c_7d460a6d36fbf324556ea97bf95726fc,c_e1d0456632f57cce92c36839e26841a1,single_power,late_knee,0,0,10.074779361665549,10.074779361665549
synthetic_long_horizon_identifiability_v1,p_2253a7539a6f56db887359674bc3012a,c_e05abe47cf83a78a06e7604217dfcff8,c_586d66712371d288e5691c6a60f6e268,single_power,late_knee,0,0,13.639266261159349,13.639266261159349
synthetic_long_horizon_identifiability_v1,p_22da75f9ed9ba2c96e49c1434dfe2a92,c_12f7975261f4b83247d24e49f7a7a77c,c_0e0e80fb2ccf3699d758ffaf4bb0c963,single_power,late_knee,0,0,14.820829564183128,14.820829564183128
synthetic_long_horizon_identifiability_v1,p_237f735141436d56918e85ad53be15b4,c_44f2bbfb465cde223967dcd8daa9cf50,c_ce105c03a301d2c5a86c4d367ea6ad70,single_power,late_knee,0,0,14.653322019364495,14.653322019364495
synthetic_long_horizon_identifiability_v1,p_239ddcacabb8f1f7f430d01b57cc0064,c_a8008b578d3a084a60049084408d62a5,c_7e7fb9839473fd93c652f2dd7d8dfd12,single_power,late_knee,0,0,19.689575018133368,19.689575018133368
synthetic_long_horizon_identifiability_v1,p_2531c4a228cb95389410e6a30dafa45b,c_af6d4196ce938328bb3114e7db12a43c,c_d8594e3b6ea3d11eb23f0442155c9211,single_power,late_knee,0,0,14.247382115906348,14.247382115906348
synthetic_long_horizon_identifiability_v1,p_2543bb753c2ae29d92ecf3af70ff0c24,c_0bfff7ad51eabd82db85a0c83bf8fcb0,c_9bb0418b696db6164723cdc81a1b7701,single_power,late_knee,0,0,12.694553456519827,12.694553456519827
synthetic_long_horizon_identifiability_v1,p_25978ce2b1a58c576f3bc9b04b1b8d86,c_b6a14fd04400c55de94aa9166953d57e,c_1c0252b403f5b7df0c85bf97a5816854,single_power,late_knee,0,0,15.94302284175383,15.94302284175383
synthetic_long_horizon_identifiability_v1,p_2604e1b26e80328aa23e830fe72f258e,c_fccc5c242cf0bdcb91f097e73a9da171,c_34a86c72473b9dcb77d990077c1904fc,single_power,late_knee,0,0,15.436196574189708,15.436196574189708
synthetic_long_horizon_identifiability_v1,p_2703376093e92f3b1bbc6315d03ea367,c_c92a0a60197a037ccd9654b94a473f3f,c_003c1d8bffbe64069fb48ff9590eaeea,single_power,late_knee,0,0,11.393391780349774,11.393391780349774
synthetic_long_horizon_identifiability_v1,p_2737d1b958966580c9483b7b158bc60e,c_84e59507f2079afbe4c6fb2214d46bad,c_b7ca07832a19460d8d8bdd4f457a5f99,single_power,late_knee,0,0,18.029195117496741,18.029195117496741
synthetic_long_horizon_identifiability_v1,p_2853a46e27758b944c7f529bf0e5ddb5,c_a40040643f113a95f32e063fdab1d5f5,c_70b895f6b398c0bb581fb1dba434d9bd,single_power,late_knee,0,0,13.861892542951878,13.861892542951878
synthetic_long_horizon_identifiability_v1,p_28d9fb84d4d35c97213cb3057b63adc5,c_d680f46701cf58b2133f4638cab57cb0,c_f03e7902ee7902788dc4b43e32e36c84,single_power,late_knee,0,0,13.668757957463924,13.668757957463924
synthetic_long_horizon_identifiability_v1,p_2b2fb7a871e4da694825a608cf633389,c_93e381d113563e48684a47854e305fbd,c_de66a31197cbd5b6be26f82ae498f106,single_power,late_knee,0,0,11.954775379923504,11.954775379923504
synthetic_long_horizon_identifiability_v1,p_2b637751b411fb593914fef96cec1d96,c_c5db9dca8cd58cb3fb6bfa80a7d20701,c_409a4b7bb3af471b7e1f33bfeb3ae30c,single_power,late_knee,0,0,13.238682553035417,13.238682553035417
synthetic_long_horizon_identifiability_v1,p_2b9006cb6cdcab5d5b31c3fb1fd6cfd9,c_856c54123ea9e2e74ee7902d5de4afaf,c_cdf341fd1d02217dbfdbf15577153d8b,single_power,late_knee,0,0,16.56799987531555,16.56799987531555
synthetic_long_horizon_identifiability_v1,p_32f6d294b399ed8bf9c703b6dfa1b916,c_464425e1ea34b99b02cf2ddbc0bc47d3,c_00bc6890d745e59d4ca71e083fe81e3d,single_power,late_knee,0,0,15.765418995405369,15.765418995405369
synthetic_long_horizon_identifiability_v1,p_335214e299fd4ac8f6eb6477400e8aad,c_fdc01f90cb31379d63e9f809d1b24cf1,c_402b7e79d4c8eb567cec476dffb210f0,single_power,late_knee,0,0,18.476402492996769,18.476402492996769
synthetic_long_horizon_identifiability_v1,p_34b242c10844b0a945a9cea951214081,c_6c918f1b5b6760b3c548385c8d7c83e5,c_99b7069378b0262ecb02b2446a060a5c,single_power,late_knee,0,0,12.597535199736669,12.597535199736669
synthetic_long_horizon_identifiability_v1,p_34b543bb3a506f16da61ece430e71995,c_fd9fa90502ffc9a6f4e8e268c8d3fd72,c_8b2634ac2eb59a0bf995544b9a6cefd1,single_power,late_knee,0,0,16.289857942493768,16.289857942493768
synthetic_long_horizon_identifiability_v1,p_34d20b6048444170450734af4516687f,c_1390e84cf8b4a70ccb1d0da0b99411ed,c_705e129ebf402edd30218d246a63524c,single_power,late_knee,0,0,16.538505825091832,16.538505825091832
